"Measure","Income bracket","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Denominator"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2012/13-2014/15","All","ONS 5+2","K02000001","2","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2012/13-2014/15","All","ONS 5+2","K02000001","2","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2012/13-2014/15","All","ONS 5+2","K02000001","5","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2012/13-2014/15","All","ONS 5+2","K02000001","24","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2012/13-2014/15","All","ONS 5+2","K02000001","20","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2012/13-2014/15","All","ONS 5+2","K02000001","14","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2012/13-2014/15","All","ONS 5+2","K02000001","10","59,881"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2012/13-2014/15","All","ONS 5+2","K02000001","8","59,881"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","12","337"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","8","337"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","4","337"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","2","337"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","1","337"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","6","337"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","15","337"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","16","337"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","20","337"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","9","337"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2012/13-2014/15","Any other Asian background","ONS 5+2","K02000001","8","337"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","7","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","7","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","4","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","2","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","2","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","6","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","17","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","20","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","17","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","10","2,252"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2012/13-2014/15","Asian/ Asian British","ONS 5+2","K02000001","8","2,252"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","8","221"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","5","221"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","3","221"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","1","221"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","2","221"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","3","221"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","27","221"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","24","221"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","14","221"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","8","221"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2012/13-2014/15","Bangladeshi","ONS 5+2","K02000001","6","221"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","7","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","3","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","2","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","1","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","~","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 2,000 or more ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","2","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 200 or more, but less than GBP 400 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","25","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 400 or more, but less than GBP 600 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","22","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 600 or more, but less than GBP 800 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","17","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 800 or more, but less than GBP 1,000 ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","10","1,323"
"Average weekly household income by ethnic group of the head of the household","Less than GBP 200  ","2012/13-2014/15","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","11","1,323"
"Average weekly household income by ethnic group of the head of the household","GBP 1,000 or more, but less than GBP 1,200 ","2012/13-2014/15","Chinese","ONS 5+2","K02000001","9","198"
"Average weekly household income by ethnic group of the head of the household","GBP 1,200 or more, but less than GBP 1,400 ","2012/13-2014/15","Chinese","ONS 5+2","K02000001","8","198"
"Average weekly household income by ethnic group of the head of the household","GBP 1,400 or more, but less than GBP 1,600 ","2012/13-2014/15","Chinese","ONS 5+2","K02000001","2","198"
"Average weekly household income by ethnic group of the head of the household","GBP 1,600 or more, but less than GBP 1,800 ","2012/13-2014/15","Chinese","ONS 5+2","K02000001","2","198"
"Average weekly household income by ethnic group of the head of the household","GBP 1,800 or more, but less than GBP 2,000 ","2012/13-2014/15","Chinese","ONS 5+2","K02000001","3","198"
