"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Liverpool","Local authority","E08000012","All Pupils","All Pupils","-0.22","213","-0.39","-0.05"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Liverpool","Local authority","E08000012","Boys","All Pupils","-0.45","95","-0.71","-0.2"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Liverpool","Local authority","E08000012","Girls","All Pupils","-0.03","118","-0.25","0.2"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Liverpool","Local authority","E08000012","All Pupils","All Pupils","-0.39","3648","-0.43","-0.34"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Liverpool","Local authority","E08000012","Boys","All Pupils","-0.62","1792","-0.68","-0.56"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Liverpool","Local authority","E08000012","Girls","All Pupils","-0.16","1856","-0.22","-0.1"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","St. Helens","Local authority","E08000013","All Pupils","All Pupils","-0.39","1716","-0.45","-0.33"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","St. Helens","Local authority","E08000013","Boys","All Pupils","-0.57","897","-0.65","-0.49"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","St. Helens","Local authority","E08000013","Girls","All Pupils","-0.19","819","-0.28","-0.1"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","All Pupils","All Pupils","0.77","12","0.06","1.49"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Boys","All Pupils","0.67","6","-0.34","1.68"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Girls","All Pupils","0.87","6","-0.14","1.88"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","All Pupils","All Pupils","0.34","4","-0.9","1.57"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Boys","All Pupils","0.33","2","-1.42","2.08"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Girls","All Pupils","0.34","2","-1.41","2.09"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","All Pupils","All Pupils","1.15","3","-0.28","2.58"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Boys","All Pupils","-0.11","1","-2.59","2.36"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Girls","All Pupils","1.78","2","0.03","3.53"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","All Pupils","All Pupils","-0.05","29","-0.51","0.41"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Boys","All Pupils","-0.3","23","-0.82","0.22"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Girls","All Pupils","0.91","6","-0.1","1.92"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","All Pupils","All Pupils","-0.38","1624","-0.44","-0.32"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Boys","All Pupils","-0.57","850","-0.65","-0.48"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","St. Helens","Local authority","E08000013","Girls","All Pupils","-0.17","774","-0.26","-0.08"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Sefton","Local authority","E08000014","All Pupils","All Pupils","-0.3","2780","-0.35","-0.25"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Sefton","Local authority","E08000014","Boys","All Pupils","-0.47","1437","-0.53","-0.4"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Sefton","Local authority","E08000014","Girls","All Pupils","-0.12","1343","-0.19","-0.05"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","All Pupils","All Pupils","0.22","26","-0.26","0.71"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Boys","All Pupils","-0.1","19","-0.67","0.47"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Girls","All Pupils","1.11","7","0.18","2.05"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","All Pupils","All Pupils","0.16","11","-0.59","0.9"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Boys","All Pupils","-0.33","5","-1.44","0.78"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Girls","All Pupils","0.56","6","-0.45","1.57"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","All Pupils","All Pupils","0.83","6","-0.18","1.84"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Boys","All Pupils","0.52","3","-0.91","1.94"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Girls","All Pupils","1.14","3","-0.29","2.57"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","All Pupils","All Pupils","-0.07","55","-0.41","0.26"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Boys","All Pupils","-0.13","31","-0.57","0.32"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Girls","All Pupils","0","24","-0.51","0.5"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","All Pupils","All Pupils","-0.28","2611","-0.33","-0.23"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Boys","All Pupils","-0.46","1346","-0.53","-0.39"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Sefton","Local authority","E08000014","Girls","All Pupils","-0.08","1265","-0.15","-0.01"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Wirral","Local authority","E08000015","All Pupils","All Pupils","0.03","3111","-0.01","0.08"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Wirral","Local authority","E08000015","Boys","All Pupils","-0.21","1519","-0.28","-0.15"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Wirral","Local authority","E08000015","Girls","All Pupils","0.27","1592","0.21","0.33"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","All Pupils","All Pupils","1.1","51","0.75","1.45"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Boys","All Pupils","1","24","0.5","1.51"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Girls","All Pupils","1.19","27","0.71","1.66"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","All Pupils","All Pupils","-0.81","6","-1.82","0.2"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Boys","All Pupils","-1.88","2","-3.63","-0.13"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Girls","All Pupils","-0.28","4","-1.51","0.96"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","All Pupils","All Pupils","1.13","11","0.38","1.88"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Boys","All Pupils","1.01","6","0","2.02"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Girls","All Pupils","1.28","5","0.17","2.38"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","All Pupils","All Pupils","0.31","76","0.03","0.59"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Boys","All Pupils","0.08","38","-0.32","0.48"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Girls","All Pupils","0.54","38","0.14","0.94"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","All Pupils","All Pupils","0.01","2935","-0.04","0.06"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Boys","All Pupils","-0.24","1443","-0.31","-0.18"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Wirral","Local authority","E08000015","Girls","All Pupils","0.25","1492","0.19","0.32"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Cumbria","Local authority","E10000006","All Pupils","All Pupils","-0.11","4570","-0.15","-0.07"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Cumbria","Local authority","E10000006","Boys","All Pupils","-0.3","2317","-0.35","-0.25"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Cumbria","Local authority","E10000006","Girls","All Pupils","0.09","2253","0.03","0.14"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","0.67","28","0.2","1.14"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","0.17","13","-0.52","0.86"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","1.11","15","0.47","1.74"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","0.07","10","-0.71","0.85"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","0.32","8","-0.56","1.19"
"Average Progress 8","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","-0.93","2","-2.68","0.82"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","1.64","14","0.98","2.3"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","1.28","8","0.4","2.15"
"Average Progress 8","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","2.12","6","1.11","3.13"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","0.11","57","-0.21","0.44"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","0.5","27","0.02","0.97"
"Average Progress 8","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","-0.23","30","-0.68","0.22"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","All Pupils","All Pupils","-0.11","4306","-0.14","-0.07"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Boys","All Pupils","-0.31","2188","-0.36","-0.25"
"Average Progress 8","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local authority","E10000006","Girls","All Pupils","0.1","2118","0.05","0.16"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Lancashire","Local authority","E10000017","All Pupils","All Pupils","-0.09","11318","-0.11","-0.06"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Lancashire","Local authority","E10000017","Boys","All Pupils","-0.34","5777","-0.37","-0.3"
"Average Progress 8","2017/18","2018","Academic Year","All Pupils","All pupils","Lancashire","Local authority","E10000017","Girls","All Pupils","0.18","5541","0.14","0.21"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","All Pupils","All Pupils","0.29","1257","0.22","0.36"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Boys","All Pupils","0.01","643","-0.08","0.11"
"Average Progress 8","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Lancashire","Local authority","E10000017","Girls","All Pupils","0.58","614","0.48","0.68"
