"Measure","Time","Time_type","Ethnicity","Industry","","Value","Value_type"," Denominator "," Numerator ","CI","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","O,P,Q - Public admin, education and health","SIC 07","28.3","%","911390","257683","2.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","R,S,T,U - Other services","SIC 07","3.3","%","911390","30316","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","A - Agriculture, forestry and fishing","SIC 07","-","%","371065","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","B,D,E - Energy and water","SIC 07","1.2","%","371065","4389","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","C -Manufacturing","SIC 07","6.8","%","371065","25198","1.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","F - Construction","SIC 07","4.9","%","371065","18014","1.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","G,I -Distribution, hotels and restaurants","SIC 07","20.7","%","371065","76703","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","H,J -Transport and communication","SIC 07","11.6","%","371065","43160","2.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","K,L,M,N_-_Banking_and_finance","SIC 07","18.9","%","371065","70029","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","O,P,Q - Public admin, education and health","SIC 07","29.5","%","371065","109473","3.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed/Multiple ethnic groups","R,S,T,U - Other services","SIC 07","6.4","%","371065","23908","1.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","A - Agriculture, forestry and fishing","SIC 07","-","%","541537","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","B,D,E - Energy and water","SIC 07","0.7","%","541537","3892","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","C -Manufacturing","SIC 07","5.4","%","541537","29416","1.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","F - Construction","SIC 07","2.4","%","541537","13197","1.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","G,I -Distribution, hotels and restaurants","SIC 07","26.6","%","541537","144133","2.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","H,J -Transport and communication","SIC 07","9.1","%","541537","49037","1.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","K,L,M,N_-_Banking_and_finance","SIC 07","20.4","%","541537","110306","2.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","O,P,Q - Public admin, education and health","SIC 07","28.7","%","541537","155244","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian (inc. Chinese)","R,S,T,U - Other services","SIC 07","6.6","%","541537","35930","1.5","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","A - Agriculture, forestry and fishing","SIC 07","0.3","%","521452","1529","0.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","B,D,E - Energy and water","SIC 07","1.0","%","521452","5402","0.6","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","C -Manufacturing","SIC 07","6.7","%","521452","34845","1.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","F - Construction","SIC 07","4.6","%","521452","23879","1.3","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","G,I -Distribution, hotels and restaurants","SIC 07","22.6","%","521452","117857","2.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","H,J -Transport and communication","SIC 07","12.2","%","521452","63423","2.0","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","K,L,M,N_-_Banking_and_finance","SIC 07","20.7","%","521452","107829","2.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","O,P,Q - Public admin, education and health","SIC 07","25.7","%","521452","133853","2.9","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other ethnic group","R,S,T,U - Other services","SIC 07","6.3","%","521452","32835","1.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","A - Agriculture, forestry and fishing","SIC 07","-","%","712551","-","-","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","B,D,E - Energy and water","SIC 07","0.7","%","712551","5155","0.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","C -Manufacturing","SIC 07","5.8","%","712551","41195","1.1","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","F - Construction","SIC 07","2.7","%","712551","19438","0.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","G,I -Distribution, hotels and restaurants","SIC 07","28.6","%","712551","203987","2.4","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","H,J -Transport and communication","SIC 07","17.3","%","712551","123524","1.8","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","K,L,M,N_-_Banking_and_finance","SIC 07","13.8","%","712551","98671","1.7","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","O,P,Q - Public admin, education and health","SIC 07","27.3","%","712551","194237","2.2","","","","","","","","","","","","","",""
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","R,S,T,U - Other services","SIC 07","3.7","%","712551","26344","1.0","","","","","","","","","","","","","",""
