"Measure","Measure_Type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","confidence_interval","Numerator","Denominator","Samp_size"
"Unknown","Employment Type","Asian Other","Detailed","2018","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2018","Year","West Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2018","Year","West Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2018","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Asian Other","Detailed","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","All","All","10.9","1.9","90600","831800","2561"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","All","All","89","1.9","740400","831800","2561"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","All","All","0.1","0.2","900","831800","2561"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","All","Men","11.5","2.9","45600","395300","1159"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","All","Men","88.3","2.9","349200","395300","1159"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","All","Men","0.1","0.3","600","395300","1159"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","All","Women","10.3","2.5","45000","436500","1402"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","All","Women","89.6","2.5","391200","436500","1402"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","All","Women","0.1","0.2","300","436500","1402"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","All","9.9","7","5000","50600","175"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","All","90.1","7","45600","50600","175"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","All","7.5","5.1","5000","66000","258"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","All","92.5","5.1","61100","66000","258"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","Men","10.7","9.1","3200","29800","111"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","Men","89.3","9.1","26600","29800","111"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","Women","4.9","5.5","1800","36200","147"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","Women","95.1","5.5","34500","36200","147"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","London","All","11","3.2","42500","385100","903"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","London","All","88.7","3.3","341800","385100","903"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","London","All","0.2","0.5","900","385100","903"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","London","Men","10.7","4.9","18600","173500","381"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","London","Men","88.9","5","154300","173500","381"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","London","Men","0.3","0.9","600","173500","381"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","London","Women","11.3","4.3","23800","211600","522"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","London","Women","88.6","4.3","187500","211600","522"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","London","Women","0.1","0.5","300","211600","522"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","All","17.6","7.5","10800","61600","245"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","All","82.4","7.5","50700","61600","245"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","Men","16.4","10.1","5700","34500","129"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","Men","83.6","10.1","28800","34500","129"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","Women","19.1","11.3","5200","27100","116"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","Women","80.9","11.3","21900","27100","116"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","All","9.8","5.8","6700","68400","253"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","All","90.2","5.8","61700","68400","253"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","Men","12.8","9.6","4400","34200","117"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","Men","87.2","9.6","29800","34200","117"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","Women","6.7","6.6","2300","34200","136"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","Women","93.3","6.6","31900","34200","136"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","All","10.5","9.4","2800","26400","102"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","All","89.5","9.4","23600","26400","102"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","All","7.4","4.4","8100","109200","340"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","All","92.6","4.4","101100","109200","340"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","Men","7.1","6.7","3600","50500","142"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","Men","92.9","6.7","46900","50500","142"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","Women","7.6","5.8","4500","58700","198"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","Women","92.4","5.8","54200","58700","198"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Black","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","All","All","5.7","1.4","42700","745600","2544"
"Permanent","Employment Type","Indian","Detailed","2018","Year","All","All","94.2","1.4","702200","745600","2544"
"Unknown","Employment Type","Indian","Detailed","2018","Year","All","All","0.1","0.2","800","745600","2544"
"Temporary","Employment Type","Indian","Detailed","2018","Year","All","Men","4.7","1.8","18900","402400","1295"
"Permanent","Employment Type","Indian","Detailed","2018","Year","All","Men","95.2","1.8","383000","402400","1295"
"Unknown","Employment Type","Indian","Detailed","2018","Year","All","Men","0.1","0.3","500","402400","1295"
"Temporary","Employment Type","Indian","Detailed","2018","Year","All","Women","6.9","2.2","23800","343200","1249"
"Permanent","Employment Type","Indian","Detailed","2018","Year","All","Women","93","2.2","319200","343200","1249"
"Unknown","Employment Type","Indian","Detailed","2018","Year","All","Women","0.1","0.2","300","343200","1249"
"Temporary","Employment Type","Indian","Detailed","2018","Year","East Midlands","All","12.9","6.1","11100","85700","293"
"Permanent","Employment Type","Indian","Detailed","2018","Year","East Midlands","All","87.1","6.1","74600","85700","293"
"Unknown","Employment Type","Indian","Detailed","2018","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","East Midlands","Men","10.6","7.7","4800","45800","154"
"Permanent","Employment Type","Indian","Detailed","2018","Year","East Midlands","Men","89.4","7.7","41000","45800","154"
"Unknown","Employment Type","Indian","Detailed","2018","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","East Midlands","Women","15.6","9.5","6200","39900","139"
"Permanent","Employment Type","Indian","Detailed","2018","Year","East Midlands","Women","84.4","9.5","33700","39900","139"
"Unknown","Employment Type","Indian","Detailed","2018","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","East of England","All","3.4","4.8","1600","47600","139"
"Permanent","Employment Type","Indian","Detailed","2018","Year","East of England","All","96.6","4.8","45900","47600","139"
"Unknown","Employment Type","Indian","Detailed","2018","Year","East of England","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","East of England","Men","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","East of England","Men","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","East of England","Women","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","East of England","Women","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","London","All","4.6","2.5","13400","291200","660"
"Permanent","Employment Type","Indian","Detailed","2018","Year","London","All","95.3","2.5","277600","291200","660"
"Unknown","Employment Type","Indian","Detailed","2018","Year","London","All","0.1","0.4","300","291200","660"
"Temporary","Employment Type","Indian","Detailed","2018","Year","London","Men","2.7","2.7","4500","165100","347"
"Permanent","Employment Type","Indian","Detailed","2018","Year","London","Men","97.3","2.7","160600","165100","347"
"Unknown","Employment Type","Indian","Detailed","2018","Year","London","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","London","Women","7","4.5","8900","126200","313"
"Permanent","Employment Type","Indian","Detailed","2018","Year","London","Women","92.8","4.5","117000","126200","313"
"Unknown","Employment Type","Indian","Detailed","2018","Year","London","Women","0.2","0.8","300","126200","313"
"Temporary","Employment Type","Indian","Detailed","2018","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","North East","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","North West","All","9.6","5.7","4700","49300","260"
"Permanent","Employment Type","Indian","Detailed","2018","Year","North West","All","89.7","5.8","44200","49300","260"
"Unknown","Employment Type","Indian","Detailed","2018","Year","North West","All","0.7","1.6","400","49300","260"
"Temporary","Employment Type","Indian","Detailed","2018","Year","North West","Men","10.1","7.9","2700","27000","140"
"Permanent","Employment Type","Indian","Detailed","2018","Year","North West","Men","88.5","8.3","23900","27000","140"
"Unknown","Employment Type","Indian","Detailed","2018","Year","North West","Men","1.3","3","400","27000","140"
"Temporary","Employment Type","Indian","Detailed","2018","Year","North West","Women","9","8.1","2000","22300","120"
"Permanent","Employment Type","Indian","Detailed","2018","Year","North West","Women","91","8.1","20300","22300","120"
"Unknown","Employment Type","Indian","Detailed","2018","Year","North West","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Scotland","All","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Scotland","All","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Scotland","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Scotland","Men","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Scotland","Men","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Scotland","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Scotland","Women","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Scotland","Women","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Scotland","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","South East","All","4.1","3","3700","89700","409"
"Permanent","Employment Type","Indian","Detailed","2018","Year","South East","All","95.9","3","86000","89700","409"
"Unknown","Employment Type","Indian","Detailed","2018","Year","South East","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","South East","Men","3.7","4.2","1700","45800","198"
"Permanent","Employment Type","Indian","Detailed","2018","Year","South East","Men","96.3","4.2","44100","45800","198"
"Unknown","Employment Type","Indian","Detailed","2018","Year","South East","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","South East","Women","4.4","4.4","1900","43900","211"
"Permanent","Employment Type","Indian","Detailed","2018","Year","South East","Women","95.6","4.4","42000","43900","211"
"Unknown","Employment Type","Indian","Detailed","2018","Year","South East","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","South West","All","5.1","6.2","1100","22100","120"
"Permanent","Employment Type","Indian","Detailed","2018","Year","South West","All","94.2","6.6","20800","22100","120"
"Unknown","Employment Type","Indian","Detailed","2018","Year","South West","All","0.7","2.3","100","22100","120"
"Temporary","Employment Type","Indian","Detailed","2018","Year","South West","Men","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","South West","Men","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","South West","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","South West","Women","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","South West","Women","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","South West","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Wales","All","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Wales","All","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Wales","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Wales","Men","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Wales","Men","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Wales","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Wales","Women","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Wales","Women","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Wales","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","West Midlands","All","3.8","2.9","3900","103800","423"
"Permanent","Employment Type","Indian","Detailed","2018","Year","West Midlands","All","96.2","2.9","99800","103800","423"
"Unknown","Employment Type","Indian","Detailed","2018","Year","West Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","West Midlands","Men","3.5","3.9","1900","53700","207"
"Permanent","Employment Type","Indian","Detailed","2018","Year","West Midlands","Men","96.5","3.9","51800","53700","207"
"Unknown","Employment Type","Indian","Detailed","2018","Year","West Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","West Midlands","Women","4.1","4.2","2100","50100","216"
"Permanent","Employment Type","Indian","Detailed","2018","Year","West Midlands","Women","95.9","4.2","48000","50100","216"
"Unknown","Employment Type","Indian","Detailed","2018","Year","West Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","All","6.7","7.4","2200","33000","109"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","All","93.3","7.4","30800","33000","109"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","All","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","Men","?","?","?","?","?"
"Temporary","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Permanent","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Unknown","Employment Type","Indian","Detailed","2018","Year","Yorkshire and The Humber","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","All","8.2","2.7","26400","322300","997"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","All","91.7","2.7","295500","322300","997"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","All","0.1","0.3","400","322300","997"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","Men","8","3.9","12900","161400","453"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","Men","92","3.9","148600","161400","453"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","Women","8.4","3.7","13500","160900","544"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","Women","91.4","3.7","147000","160900","544"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","All","Women","0.2","0.6","400","160900","544"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East Midlands","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","All","4.8","6.6","1700","36100","102"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","All","94.8","6.8","34200","36100","102"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","All","0.4","1.9","100","36100","102"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","East of England","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","All","8.5","5.5","10000","117700","247"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","All","91.5","5.5","107800","117700","247"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","Men","9.3","8.6","5300","57600","110"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","Men","90.7","8.6","52300","57600","110"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","Women","7.7","7.1","4600","60100","137"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","Women","92.3","7.1","55500","60100","137"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","London","Women","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","All","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","Men","?","?","?","?","?"
"Temporary","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Permanent","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
"Unknown","Employment Type","Mixed","ONS 2011 5+1","2018","Year","North East","Women","?","?","?","?","?"
