"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Fixed period exclusions","201718","Academic Year","Irish Traveller","ONS 18+1","England","Total","17.41696173","1033","5931"
"Fixed period exclusions","201718","Academic Year","Mixed","ONS 5+1","England","special","21.55882353","1466","6800"
"Fixed period exclusions","201718","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.808816606","5264","291019"
"Fixed period exclusions","201718","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","12.2563771","20853","170140"
"Fixed period exclusions","201718","Academic Year","Mixed","ONS 5+1","England","Total","5.894319802","27583","467959"
"Fixed period exclusions","201718","Academic Year","Mixed other","ONS 18+1","England","special","18.05929919","469","2597"
"Fixed period exclusions","201718","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.318968332","1414","107205"
"Fixed period exclusions","201718","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","9.480943272","5898","62209"
"Fixed period exclusions","201718","Academic Year","Mixed other","ONS 18+1","England","Total","4.523547913","7781","172011"
"Fixed period exclusions","201718","Academic Year","Mixed White/Asian","ONS 18+1","England","special","10.94890511","135","1233"
"Fixed period exclusions","201718","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.807220217","559","69250"
"Fixed period exclusions","201718","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","7.65835028","3088","40322"
"Fixed period exclusions","201718","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.413203375","3782","110805"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black African","ONS 18+1","England","special","17.50278707","157","897"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.808135376","733","40539"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.81022579","2746","21436"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","5.783178521","3636","62872"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","special","34.00868307","705","2073"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.455589328","2558","74025"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","19.75396877","9121","46173"
"Fixed period exclusions","201718","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","10.12832152","12384","122271"
"Fixed period exclusions","201718","Academic Year","Other","ONS 5+1","England","special","4.670472237","90","1927"
"Fixed period exclusions","201718","Academic Year","Other","ONS 5+1","England","State-funded primary","0.569387313","526","92380"
"Fixed period exclusions","201718","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.202046036","4224","58650"
"Fixed period exclusions","201718","Academic Year","Other","ONS 5+1","England","Total","3.164288003","4840","152957"
"Fixed period exclusions","201718","Academic Year","Pakistani","ONS 18+1","England","special","1.604083121","88","5486"
"Fixed period exclusions","201718","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.368249164","769","208826"
"Fixed period exclusions","201718","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","5.731950342","8140","142011"
"Fixed period exclusions","201718","Academic Year","Pakistani","ONS 18+1","England","Total","2.52495629","8997","356323"
"Fixed period exclusions","201718","Academic Year","Total","ONS 5+1","England","special","12.33608918","14563","118052"
"Fixed period exclusions","201718","Academic Year","Total","ONS 5+1","England","State-funded primary","1.401645038","66105","4716244"
"Fixed period exclusions","201718","Academic Year","Total","ONS 5+1","England","State-funded secondary","10.13012011","330085","3258451"
"Fixed period exclusions","201718","Academic Year","Total","ONS 5+1","England","Total","5.075569519","410753","8092747"
"Fixed period exclusions","201718","Academic Year","Unclassified","ONS 18+1","England","special","10.85814361","186","1713"
"Fixed period exclusions","201718","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.463061323","606","41420"
"Fixed period exclusions","201718","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","13.37847257","6718","50215"
"Fixed period exclusions","201718","Academic Year","Unclassified","ONS 18+1","England","Total","8.045164331","7510","93348"
"Fixed period exclusions","201718","Academic Year","White","ONS 5+1","England","special","13.37954187","11717","87574"
"Fixed period exclusions","201718","Academic Year","White","ONS 5+1","England","State-funded primary","1.556639504","54252","3485200"
"Fixed period exclusions","201718","Academic Year","White","ONS 5+1","England","State-funded secondary","10.8979035","263385","2416841"
"Fixed period exclusions","201718","Academic Year","White","ONS 5+1","England","Total","5.498750754","329354","5989615"
"Fixed period exclusions","201718","Academic Year","White British","ONS 18+1","England","special","13.76351926","11326","82290"
"Fixed period exclusions","201718","Academic Year","White British","ONS 18+1","England","State-funded primary","1.631907436","50848","3115863"
"Fixed period exclusions","201718","Academic Year","White British","ONS 18+1","England","State-funded secondary","11.09458776","246571","2222444"
"Fixed period exclusions","201718","Academic Year","White British","ONS 18+1","England","Total","5.695774838","308745","5420597"
"Fixed period exclusions","201718","Academic Year","White Irish","ONS 18+1","England","special","11.63522013","37","318"
"Fixed period exclusions","201718","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.368959261","166","12126"
"Fixed period exclusions","201718","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","9.001621055","944","10487"
"Fixed period exclusions","201718","Academic Year","White Irish","ONS 18+1","England","Total","5.001962409","1147","22931"
"Fixed period exclusions","201718","Academic Year","White other","ONS 18+1","England","special","4.290578888","189","4405"
"Fixed period exclusions","201718","Academic Year","White other","ONS 18+1","England","State-funded primary","0.623692547","2087","334620"
"Fixed period exclusions","201718","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.74934046","11794","174743"
"Fixed period exclusions","201718","Academic Year","White other","ONS 18+1","England","Total","2.738590181","14070","513768"
"Fixed period exclusions","201617","Academic Year","All Ethnic Minorities","ONS 18+1","England","special","9.550721435","3025","31673"
"Fixed period exclusions","201617","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","0.966598471","14755","1526487"
"Fixed period exclusions","201617","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","7.797663401","73358","940769"
"Fixed period exclusions","201617","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","3.64708241","91138","2498929"
"Fixed period exclusions","201617","Academic Year","Asian","ONS 5+1","England","special","2.286027798","250","10936"
"Fixed period exclusions","201617","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.265941442","1370","515151"
"Fixed period exclusions","201617","Academic Year","Asian","ONS 5+1","England","State-funded secondary","4.065569599","14060","345831"
"Fixed period exclusions","201617","Academic Year","Asian","ONS 5+1","England","Total","1.798334247","15680","871918"
"Fixed period exclusions","201617","Academic Year","Asian other","ONS 18+1","England","special","2.826086957","52","1840"
"Fixed period exclusions","201617","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.235176324","202","85893"
"Fixed period exclusions","201617","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.09583348","1758","56786"
"Fixed period exclusions","201617","Academic Year","Asian other","ONS 18+1","England","Total","1.392204485","2012","144519"
"Fixed period exclusions","201617","Academic Year","Bangladeshi","ONS 18+1","England","special","3.40846619","62","1819"
"Fixed period exclusions","201617","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.219246341","176","80275"
"Fixed period exclusions","201617","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","4.159354159","2370","56980"
"Fixed period exclusions","201617","Academic Year","Bangladeshi","ONS 18+1","England","Total","1.875260653","2608","139074"
"Fixed period exclusions","201617","Academic Year","Black","ONS 5+1","England","special","12.64853446","958","7574"
"Fixed period exclusions","201617","Academic Year","Black","ONS 5+1","England","State-funded primary","1.624380952","4264","262500"
"Fixed period exclusions","201617","Academic Year","Black","ONS 5+1","England","State-funded secondary","11.14258786","20335","182498"
"Fixed period exclusions","201617","Academic Year","Black","ONS 5+1","England","Total","5.647057264","25557","452572"
"Fixed period exclusions","201617","Academic Year","Black African","ONS 18+1","England","special","4.89002776","229","4683"
"Fixed period exclusions","201617","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.164759033","2078","178406"
"Fixed period exclusions","201617","Academic Year","Black African","ONS 18+1","England","State-funded secondary","8.79755666","10341","117544"
"Fixed period exclusions","201617","Academic Year","Black African","ONS 18+1","England","Total","4.207122971","12648","300633"
"Fixed period exclusions","201617","Academic Year","Black Caribbean","ONS 18+1","England","special","31.93529059","533","1669"
"Fixed period exclusions","201617","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.260281948","1568","48094"
"Fixed period exclusions","201617","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.14685968","7344","42830"
"Fixed period exclusions","201617","Academic Year","Black Caribbean","ONS 18+1","England","Total","10.20055512","9445","92593"
"Fixed period exclusions","201617","Academic Year","Black other","ONS 18+1","England","special","16.03927987","196","1222"
"Fixed period exclusions","201617","Academic Year","Black other","ONS 18+1","England","State-funded primary","1.716666667","618","36000"
"Fixed period exclusions","201617","Academic Year","Black other","ONS 18+1","England","State-funded secondary","11.97794251","2650","22124"
