"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Denominator","Numerator"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls"," 11-16","62.9","4","251.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Girls"," 11-16","48.1","480","23101"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Girls"," 11-16","47.3","15","709.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Girls"," 11-16","54.2","170","9213.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Girls"," 11-16","48.2","145","6988.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Girls"," 11-16","46.7","187","8731"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Girls"," 11-16","52.4","69","3617.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Girls"," 11-16","52","341","17727.13"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Girls"," 11-16","61.7","164","10112.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls"," 11-16","60.2","105","6319.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls"," 11-16","57.8","16","925.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Girls"," 11-16","63.9","174","11123.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Girls"," 11-16","61.3","482","29561.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Girls"," 11-16","49.1","526","25821.4"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Girls"," 11-16","56.8","40","2273.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Girls"," 11-16","46.6","200","9326.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Girls"," 11-16","55.4","145","8035"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls"," 11-16","61.9","67","4146.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Girls"," 11-16","57.7","69","3984"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Girls"," 11-16","53.5","91","4870"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls"," 11-16","64.8","13","843"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Girls"," 11-16","53.2","40","2126.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Lewisham","Local authority","E09000023","Girls"," 11-16","51.9","58","3010.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Newham","Local authority","E09000025","Girls"," 11-16","54.4","919","50022.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barking and Dagenham","Local authority","E09000002","Girls"," 11-16","56.5","250","14118.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Barnet","Local authority","E09000003","Girls"," 11-16","69.5","247","17178"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bexley","Local authority","E09000004","Girls"," 11-16","59.6","104","6202.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Girls"," 11-16","55.8","425","23728"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Girls"," 11-16","71.5","99","7075.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Girls"," 11-16","53.7","227","12184.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Girls"," 11-16","55.5","404","22435"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Girls"," 11-16","60.3","153","9229.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Girls"," 11-16","57.9","357","20685.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Girls"," 11-16","56.3","404","22732"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Girls"," 11-16","71.6","188","13457.13"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Merton","Local authority","E09000024","Girls"," 11-16","57.7","93","5365.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Redbridge","Local authority","E09000026","Girls"," 11-16","60.2","952","57337.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Richmond upon Thames","Local authority","E09000027","Girls"," 11-16","53.7","58","3117"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Sutton","Local authority","E09000029","Girls"," 11-16","72.6","323","23450"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Waltham Forest","Local authority","E09000031","Girls"," 11-16","54.1","375","20286"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Girls"," 11-16","52.3","23","1202"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Girls"," 11-16","58","142","8240.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Girls"," 11-16","62.9","319","20070.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Medway","Local authority","E06000035","Girls"," 11-16","60.7","92","5586.41"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Milton Keynes","Local authority","E06000042","Girls"," 11-16","50.9","141","7173"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Oxfordshire","Local authority","E10000025","Girls"," 11-16","50.2","163","8187"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Portsmouth","Local authority","E06000044","Girls"," 11-16","57","53","3021"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Reading","Local authority","E06000038","Girls"," 11-16","62.7","132","8275.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Slough","Local authority","E06000039","Girls"," 11-16","59","485","28613.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","West Berkshire","Local authority","E06000037","Girls"," 11-16","53.7","22","1181.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","West Sussex","Local authority","E10000032","Girls"," 11-16","53.6","161","8624.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Windsor and Maidenhead","Local authority","E06000040","Girls"," 11-16","52.5","99","5195.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wokingham","Local authority","E06000041","Girls"," 11-16","56.8","115","6529.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bath and North East Somerset","Local authority","E06000022","Girls"," 11-16","59.5","17","1012"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls"," 11-16","61.5","40","2461"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Girls"," 11-16","50.9","124","6308.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Girls"," 11-16","49.4","7","346"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Girls"," 11-16","59.8","16","956.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","North Somerset","Local authority","E06000024","Girls"," 11-16","54.4","10","544"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Plymouth","Local authority","E06000026","Girls"," 11-16","59.7","16","954.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Somerset","Local authority","E10000027","Girls"," 11-16","58.9","24","1414.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","South Gloucestershire","Local authority","E06000025","Girls"," 11-16","53.1","41","2175.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Swindon","Local authority","E06000030","Girls"," 11-16","50.8","97","4924.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Torbay","Local authority","E06000027","Girls"," 11-16","75.6","10","756"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Wiltshire","Local authority","E06000054","Girls"," 11-16","56.7","32","1813"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","East Midlands","Region","E12000004","Girls"," 11-16","53.4","1914","102293.78"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","West Midlands","Region","E12000005","Girls"," 11-16","51.3","5019","257497.94"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","East of England","Region","E12000006","Girls"," 11-16","55.4","1876","103914.65"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Inner London","Region","E12000007","Girls"," 11-16","54","2911","157229.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Outer London","Region","E12000007","Girls"," 11-16","59.6","5325","317179.01"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","South East","Region","E12000008","Girls"," 11-16","57.3","2966","170049.54"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","South West","Region","E12000009","Girls"," 11-16","56.1","550","30879.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","North East","Region","E12000001","Girls"," 11-16","52","430","22372.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","North West","Region","E12000002","Girls"," 11-16","52.5","3657","192040.79"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","Yorkshire and The Humber","Region","E12000003","Girls"," 11-16","48.7","3245","158017.13"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","54.2","27893","1511473.97"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Girls"," 11-16","40.9","8","327"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Girls"," 11-16","45.5","1","45.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Middlesbrough","Local authority","E06000002","Girls"," 11-16","52.9","11","582"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Newcastle upon Tyne","Local authority","E08000021","Girls"," 11-16","46.9","55","2578.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North Tyneside","Local authority","E08000022","Girls"," 11-16","38.1","5","190.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Northumberland","Local authority","E06000057","Girls"," 11-16","49.7","5","248.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Redcar and Cleveland","Local authority","E06000003","Girls"," 11-16","40.5","1","40.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","South Tyneside","Local authority","E08000023","Girls"," 11-16","49.5","1","49.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Stockton-on-Tees","Local authority","E06000004","Girls"," 11-16","58.8","10","587.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Sunderland","Local authority","E08000024","Girls"," 11-16","57.3","8","458.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Girls"," 11-16","46.8","9","421.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Girls"," 11-16","52.2","5","261"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Girls"," 11-16","45.3","9","408"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Girls"," 11-16","51.6","5","258"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Girls"," 11-16","45.4","6","272.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Lancashire","Local authority","E10000017","Girls"," 11-16","49.6","23","1140"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Girls"," 11-16","70.4","5","352"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Girls"," 11-16","34.8","3","104.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Girls"," 11-16","61.5","1","61.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Girls"," 11-16","49.8","86","4285"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Girls"," 11-16","43.2","26","1122.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Rochdale","Local authority","E08000005","Girls"," 11-16","52.3","46","2404.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Salford","Local authority","E08000006","Girls"," 11-16","49.4","45","2224"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Sefton","Local authority","E08000014","Girls"," 11-16","45.5","4","182"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Girls"," 11-16","48.1","24","1154.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Girls"," 11-16","57","11","627.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Sheffield","Local authority","E08000019","Girls"," 11-16","46.3","164","7594.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wakefield","Local authority","E08000036","Girls"," 11-16","52.3","26","1358.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","York","Local authority","E06000014","Girls"," 11-16","62.5","2","125"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Girls"," 11-16","47.5","47","2234.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Birmingham","Local authority","E08000025","Girls"," 11-16","45.9","872","40031.89"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Girls"," 11-16","46","184","8459.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Girls"," 11-16","45","45","2024.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wolverhampton","Local authority","E08000031","Girls"," 11-16","49.2","177","8710.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Worcestershire","Local authority","E10000034","Girls"," 11-16","47.2","16","754.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bedford","Local authority","E06000055","Girls"," 11-16","41","63","2582.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Liverpool","Local authority","E08000012","Girls"," 11-16","45.2","98","4429"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Manchester","Local authority","E08000003","Girls"," 11-16","47.9","488","23360.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Oldham","Local authority","E08000004","Girls"," 11-16","48.4","44","2129"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","St. Helens","Local authority","E08000013","Girls"," 11-16","51.6","4","206.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Stockport","Local authority","E08000007","Girls"," 11-16","48.8","7","341.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Tameside","Local authority","E08000008","Girls"," 11-16","52.2","34","1774.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Trafford","Local authority","E08000009","Girls"," 11-16","60.3","44","2653"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Warrington","Local authority","E06000007","Girls"," 11-16","49.5","14","693"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wigan","Local authority","E08000010","Girls"," 11-16","53.4","5","267"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wirral","Local authority","E08000015","Girls"," 11-16","62.4","5","312"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Barnsley","Local authority","E08000016","Girls"," 11-16","36.7","7","257"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Girls"," 11-16","44.1","46","2030"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Girls"," 11-16","21.4","2","42.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Girls"," 11-16","49.2","22","1082"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Girls"," 11-16","41.8","44","1840.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Leeds","Local authority","E08000035","Girls"," 11-16","47.6","226","10746.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North East Lincolnshire","Local authority","E06000012","Girls"," 11-16","34.8","2","69.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North Lincolnshire","Local authority","E06000013","Girls"," 11-16","47.1","7","329.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","North Yorkshire","Local authority","E10000023","Girls"," 11-16","62.2","11","684"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Rotherham","Local authority","E08000018","Girls"," 11-16","48.4","26","1258"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Girls"," 11-16","47.3","10","473"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Leicester","Local authority","E06000016","Girls"," 11-16","46.7","202","9438.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Southend-on-Sea","Local authority","E06000033","Girls"," 11-16","67.7","70","4741.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Suffolk","Local authority","E10000029","Girls"," 11-16","46.2","39","1801.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Thurrock","Local authority","E06000034","Girls"," 11-16","50.6","101","5112.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Girls"," 11-16","49.2","236","11599.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Southwark","Local authority","E09000028","Girls"," 11-16","50.6","595","30124.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Tower Hamlets","Local authority","E09000030","Girls"," 11-16","50.5","164","8276.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Wandsworth","Local authority","E09000032","Girls"," 11-16","47.9","225","10779.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Westminster","Local authority","E09000033","Girls"," 11-16","52.6","178","9363.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Girls"," 11-16","49","364","17836.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Girls"," 11-16","47.3","172","8129.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Girls"," 11-16","53.8","182","9799.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Girls"," 11-16","50","30","1501.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Girls"," 11-16","53.4","85","4541"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Girls"," 11-16","50.6","13","657.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Southampton","Local authority","E06000045","Girls"," 11-16","55.3","30","1658"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Surrey","Local authority","E10000030","Girls"," 11-16","47.8","86","4109"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Girls"," 11-16","36","1","36"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Girls"," 11-16","51.2","40","2048.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Leicestershire","Local authority","E10000018","Girls"," 11-16","47.5","37","1759"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Lincolnshire","Local authority","E10000019","Girls"," 11-16","51.4","17","874.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Northamptonshire","Local authority","E10000021","Girls"," 11-16","51.3","180","9241.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Nottingham","Local authority","E06000018","Girls"," 11-16","50.3","161","8098.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Nottinghamshire","Local authority","E10000024","Girls"," 11-16","48.9","55","2686.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Rutland","Local authority","E06000017","Girls"," 11-16","32","1","32"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Girls"," 11-16","NA","NA","NA"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Sandwell","Local authority","E08000028","Girls"," 11-16","43","149","6411.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Shropshire","Local authority","E06000051","Girls"," 11-16","42.3","3","127"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Solihull","Local authority","E08000029","Girls"," 11-16","49.8","44","2192.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Staffordshire","Local authority","E10000028","Girls"," 11-16","46.9","44","2065.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Stoke-on-Trent","Local authority","E06000021","Girls"," 11-16","51.6","32","1651"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Telford and Wrekin","Local authority","E06000020","Girls"," 11-16","51.2","22","1126.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Walsall","Local authority","E08000030","Girls"," 11-16","46.6","78","3635.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Warwickshire","Local authority","E10000031","Girls"," 11-16","46.8","34","1589.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Girls"," 11-16","45.5","33","1502.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Girls"," 11-16","45.9","23","1056.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Girls"," 11-16","52.1","263","13695"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Girls"," 11-16","50.5","273","13780.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Luton","Local authority","E06000032","Girls"," 11-16","46.3","147","6805"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Norfolk","Local authority","E10000020","Girls"," 11-16","53.7","22","1182"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Peterborough","Local authority","E06000031","Girls"," 11-16","54.3","38","2063.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Girls"," 11-16","48.1","440","21145.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Girls"," 11-16","51.5","170","8755.38"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Girls"," 11-16","43.5","306","13317"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Girls"," 11-16","45.9","190","8729.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Girls"," 11-16","49.9","66","3294.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","Lambeth","Local authority","E09000022","Girls"," 11-16","44.7","562","25134.75"
