"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Value","Value_type","Denominator","Numerator"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys","51.9","Score out of 90","93","4830.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Girls","59.7","Score out of 90","99","5914.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Bristol, City of","Local authority","E06000023","All","48","Score out of 90","339","16281.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Bristol, City of","Local authority","E06000023","Boys","43.1","Score out of 90","161","6946.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Bristol, City of","Local authority","E06000023","Girls","52.4","Score out of 90","178","9334.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Dorset","Local authority","E06000059","All","48.9","Score out of 90","114","5571"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Dorset","Local authority","E06000059","Boys","48.2","Score out of 90","62","2989"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Dorset","Local authority","E06000059","Girls","49.7","Score out of 90","52","2582"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Gloucestershire","Local authority","E10000013","All","52.9","Score out of 90","317","16757.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Gloucestershire","Local authority","E10000013","Boys","51","Score out of 90","156","7952.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Gloucestershire","Local authority","E10000013","Girls","54.7","Score out of 90","161","8805.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Isles of Scilly","Local authority","E06000053","All","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Isles of Scilly","Local authority","E06000053","Boys","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Isles of Scilly","Local authority","E06000053","Girls","N/A","Score out of 90","0","0"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","North Somerset","Local authority","E06000024","All","49.3","Score out of 90","66","3251"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","North Somerset","Local authority","E06000024","Boys","46.5","Score out of 90","33","1535.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","North Somerset","Local authority","E06000024","Girls","52","Score out of 90","33","1715.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Plymouth","Local authority","E06000026","All","52.2","Score out of 90","72","3758.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Plymouth","Local authority","E06000026","Boys","50","Score out of 90","43","2149.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Plymouth","Local authority","E06000026","Girls","55.5","Score out of 90","29","1609.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Somerset","Local authority","E10000027","All","53.4","Score out of 90","130","6945.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Somerset","Local authority","E10000027","Boys","53","Score out of 90","71","3762.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Somerset","Local authority","E10000027","Girls","53.9","Score out of 90","59","3183"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","South Gloucestershire","Local authority","E06000025","All","50.2","Score out of 90","128","6423.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","South Gloucestershire","Local authority","E06000025","Boys","48","Score out of 90","66","3170.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","South Gloucestershire","Local authority","E06000025","Girls","52.5","Score out of 90","62","3252.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Swindon","Local authority","E06000030","All","48.7","Score out of 90","124","6038.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Swindon","Local authority","E06000030","Boys","44.9","Score out of 90","64","2875.26"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Swindon","Local authority","E06000030","Girls","52.7","Score out of 90","60","3163"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Torbay","Local authority","E06000027","All","54.2","Score out of 90","56","3034.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Torbay","Local authority","E06000027","Boys","47.3","Score out of 90","20","945.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Torbay","Local authority","E06000027","Girls","58","Score out of 90","36","2089"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Wiltshire","Local authority","E06000054","All","54.4","Score out of 90","172","9353.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Wiltshire","Local authority","E06000054","Boys","51.6","Score out of 90","94","4851"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Wiltshire","Local authority","E06000054","Girls","57.7","Score out of 90","78","4502.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Cornwall","Local authority","E06000052","All","47.9","Score out of 90","123","5889.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Cornwall","Local authority","E06000052","Boys","45.3","Score out of 90","71","3219"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Cornwall","Local authority","E06000052","Girls","51.4","Score out of 90","52","2670.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Devon","Local authority","E10000008","All","55.5","Score out of 90","172","9545"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Devon","Local authority","E10000008","Boys","53.5","Score out of 90","81","4331.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2020-2021","Academic year","Devon","Local authority","E10000008","Girls","57.3","Score out of 90","91","5213.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","50.2","Score out of 90","421995","21203614.56"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","47.4","Score out of 90","215374","10219033.28"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","53.2","Score out of 90","206621","10984581.28"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North East","Region","E12000001","All","49.2","Score out of 90","24440","1203069.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North East","Region","E12000001","Boys","46.6","Score out of 90","12427","579231.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North East","Region","E12000001","Girls","51.9","Score out of 90","12013","623838.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North West","Region","E12000002","All","49","Score out of 90","63044","3089650.8"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North West","Region","E12000002","Boys","46.1","Score out of 90","32236","1487209.67"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North West","Region","E12000002","Girls","52","Score out of 90","30808","1602441.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Yorkshire and The Humber","Region","E12000003","All","49.4","Score out of 90","45405","2242815"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Yorkshire and The Humber","Region","E12000003","Boys","46.2","Score out of 90","23011","1064222.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Yorkshire and The Humber","Region","E12000003","Girls","52.6","Score out of 90","22394","1178592.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East Midlands","Region","E12000004","All","49.2","Score out of 90","40049","1969903.89"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East Midlands","Region","E12000004","Boys","46.6","Score out of 90","20402","949863.26"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East Midlands","Region","E12000004","Girls","51.9","Score out of 90","19647","1020040.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","West Midlands","Region","E12000005","All","48.9","Score out of 90","44012","2151747.89"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","West Midlands","Region","E12000005","Boys","46","Score out of 90","22552","1037059.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","West Midlands","Region","E12000005","Girls","51.9","Score out of 90","21460","1114688.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East of England","Region","E12000006","All","50.4","Score out of 90","51852","2615097.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East of England","Region","E12000006","Boys","47.6","Score out of 90","26544","1264201.01"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","East of England","Region","E12000006","Girls","53.4","Score out of 90","25308","1350896.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","London","Region","E12000007","All","53.5","Score out of 90","32293","1727085.57"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","London","Region","E12000007","Boys","50.8","Score out of 90","16493","837124.79"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","London","Region","E12000007","Girls","56.3","Score out of 90","15800","889960.78"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Inner London","Region","E13000001","All","55.1","Score out of 90","8118","447156.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Inner London","Region","E13000001","Boys","52.2","Score out of 90","4118","214765.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Inner London","Region","E13000001","Girls","58.1","Score out of 90","4000","232391.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Outer London","Region","E13000002","All","52.9","Score out of 90","24175","1279929.07"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Outer London","Region","E13000002","Boys","50.3","Score out of 90","12375","622359.54"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Outer London","Region","E13000002","Girls","55.7","Score out of 90","11800","657569.53"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South East","Region","E12000008","All","51.3","Score out of 90","73095","3751709.21"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South East","Region","E12000008","Boys","48.5","Score out of 90","37438","1817191.51"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South East","Region","E12000008","Girls","54.3","Score out of 90","35657","1934517.7"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South West","Region","E12000009","All","51.3","Score out of 90","47805","2452534.94"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South West","Region","E12000009","Boys","48.7","Score out of 90","24271","1182929.4"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South West","Region","E12000009","Girls","53.9","Score out of 90","23534","1269605.54"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","County Durham","Local authority","E06000047","All","50.6","Score out of 90","4982","252095.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","County Durham","Local authority","E06000047","Boys","47.7","Score out of 90","2533","120774.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","County Durham","Local authority","E06000047","Girls","53.6","Score out of 90","2449","131321"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Darlington","Local authority","E06000005","All","50.5","Score out of 90","1051","53084"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Darlington","Local authority","E06000005","Boys","47.4","Score out of 90","545","25840.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Darlington","Local authority","E06000005","Girls","53.8","Score out of 90","506","27243.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Gateshead","Local authority","E08000037","All","50.9","Score out of 90","1800","91632"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Gateshead","Local authority","E08000037","Boys","48.4","Score out of 90","877","42437.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Gateshead","Local authority","E08000037","Girls","53.3","Score out of 90","923","49194.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Hartlepool","Local authority","E06000001","All","47.3","Score out of 90","1013","47926"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Hartlepool","Local authority","E06000001","Boys","44.2","Score out of 90","501","22125.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Hartlepool","Local authority","E06000001","Girls","50.4","Score out of 90","512","25800.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Middlesbrough","Local authority","E06000002","All","45.8","Score out of 90","1209","55350.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Middlesbrough","Local authority","E06000002","Boys","43.1","Score out of 90","616","26560.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Middlesbrough","Local authority","E06000002","Girls","48.6","Score out of 90","593","28790.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Newcastle upon Tyne","Local authority","E08000021","All","45.8","Score out of 90","1964","90016"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Newcastle upon Tyne","Local authority","E08000021","Boys","44.3","Score out of 90","994","44006.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Newcastle upon Tyne","Local authority","E08000021","Girls","47.4","Score out of 90","970","46009.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Tyneside","Local authority","E08000022","All","50.2","Score out of 90","1948","97843.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Tyneside","Local authority","E08000022","Boys","46.7","Score out of 90","984","45939.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","North Tyneside","Local authority","E08000022","Girls","53.8","Score out of 90","964","51903.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Northumberland","Local authority","E06000057","All","49.7","Score out of 90","3028","150554"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Northumberland","Local authority","E06000057","Boys","47","Score out of 90","1602","75262.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Northumberland","Local authority","E06000057","Girls","52.8","Score out of 90","1426","75291.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Redcar and Cleveland","Local authority","E06000003","All","49","Score out of 90","1457","71398.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Redcar and Cleveland","Local authority","E06000003","Boys","45.9","Score out of 90","760","34890.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Redcar and Cleveland","Local authority","E06000003","Girls","52.4","Score out of 90","697","36507.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South Tyneside","Local authority","E08000023","All","47.8","Score out of 90","1403","67024.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South Tyneside","Local authority","E08000023","Boys","46.5","Score out of 90","705","32775"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","South Tyneside","Local authority","E08000023","Girls","49.1","Score out of 90","698","34249.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Stockton-on-Tees","Local authority","E06000004","All","50.1","Score out of 90","1943","97349.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Stockton-on-Tees","Local authority","E06000004","Boys","48","Score out of 90","986","47314"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Stockton-on-Tees","Local authority","E06000004","Girls","52.3","Score out of 90","957","50035.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sunderland","Local authority","E08000024","All","48.7","Score out of 90","2642","128796.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sunderland","Local authority","E08000024","Boys","46.3","Score out of 90","1324","61305.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sunderland","Local authority","E08000024","Girls","51.2","Score out of 90","1318","67491"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","All","46","Score out of 90","1002","46073"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","Boys","44.1","Score out of 90","521","22987.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Blackburn with Darwen","Local authority","E06000008","Girls","48","Score out of 90","481","23085.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","All","41.3","Score out of 90","1221","50485.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","Boys","39.7","Score out of 90","608","24113"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Blackpool","Local authority","E06000009","Girls","43","Score out of 90","613","26372.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","All","47.1","Score out of 90","2355","110828.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","Boys","44.7","Score out of 90","1177","52620.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bolton","Local authority","E08000001","Girls","49.4","Score out of 90","1178","58207.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","All","44.7","Score out of 90","2257","100827"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","Boys","42.4","Score out of 90","1179","50007.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Manchester","Local authority","E08000003","Girls","47.1","Score out of 90","1078","50819.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","All","45.5","Score out of 90","1809","82337.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","Boys","42.2","Score out of 90","932","39311.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Oldham","Local authority","E08000004","Girls","49.1","Score out of 90","877","43025.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","All","45.3","Score out of 90","1634","73974"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","Boys","42","Score out of 90","815","34199.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Rochdale","Local authority","E08000005","Girls","48.6","Score out of 90","819","39774.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","All","44.2","Score out of 90","1942","85887.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","Boys","41.8","Score out of 90","980","40954.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Salford","Local authority","E08000006","Girls","46.7","Score out of 90","962","44933.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","All","49.5","Score out of 90","1692","83690"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","Boys","46.7","Score out of 90","918","42846.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bury","Local authority","E08000002","Girls","52.8","Score out of 90","774","40843.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","All","52.3","Score out of 90","3685","192742.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","Boys","49.6","Score out of 90","1886","93526.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cheshire East","Local authority","E06000049","Girls","55.2","Score out of 90","1799","99215.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","All","51.5","Score out of 90","3529","181806"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","Boys","48.7","Score out of 90","1819","88641"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cheshire West and Chester","Local authority","E06000050","Girls","54.5","Score out of 90","1710","93165"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","All","49.3","Score out of 90","4780","235804.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","Boys","45.9","Score out of 90","2404","110355.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Cumbria","Local authority","E10000006","Girls","52.8","Score out of 90","2376","125449"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","All","47","Score out of 90","1406","66146.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","Boys","44.1","Score out of 90","714","31499.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Halton","Local authority","E06000006","Girls","50.1","Score out of 90","692","34646.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","All","37.6","Score out of 90","1095","41179.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","Boys","34.7","Score out of 90","575","19924.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Knowsley","Local authority","E08000011","Girls","40.9","Score out of 90","520","21254.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","All","50.1","Score out of 90","10727","536921"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","Boys","46.8","Score out of 90","5537","259341.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Lancashire","Local authority","E10000017","Girls","53.5","Score out of 90","5190","277579.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","All","46.4","Score out of 90","3967","184009"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","Boys","43.9","Score out of 90","2021","88688"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Liverpool","Local authority","E08000012","Girls","49","Score out of 90","1946","95321"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","All","50.2","Score out of 90","2620","131411.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","Boys","47.1","Score out of 90","1331","62684"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Sefton","Local authority","E08000014","Girls","53.3","Score out of 90","1289","68727.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","All","47.9","Score out of 90","1794","85932.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","Boys","44.3","Score out of 90","911","40356.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","St. Helens","Local authority","E08000013","Girls","51.6","Score out of 90","883","45576.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","All","52.4","Score out of 90","2431","127394.27"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","Boys","49.6","Score out of 90","1249","61891.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Stockport","Local authority","E08000007","Girls","55.4","Score out of 90","1182","65502.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","All","47.6","Score out of 90","2055","97878.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","Boys","45.3","Score out of 90","1024","46339"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Tameside","Local authority","E08000008","Girls","50","Score out of 90","1031","51539.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","All","57.6","Score out of 90","2137","122985.78"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","Boys","55.5","Score out of 90","1124","62397.53"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Trafford","Local authority","E08000009","Girls","59.8","Score out of 90","1013","60588.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","All","51.7","Score out of 90","2198","113576.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","Boys","48.8","Score out of 90","1136","55486.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Warrington","Local authority","E06000007","Girls","54.7","Score out of 90","1062","58090"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","All","49.6","Score out of 90","3392","168341.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","Boys","46.2","Score out of 90","1700","78490.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wigan","Local authority","E08000010","Girls","53.1","Score out of 90","1692","89850.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","All","51.1","Score out of 90","3316","169419.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","Boys","48.1","Score out of 90","1675","80547"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Wirral","Local authority","E08000015","Girls","54.2","Score out of 90","1641","88872.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","All","47.6","Score out of 90","2159","102832.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","Boys","44.7","Score out of 90","1103","49273.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Barnsley","Local authority","E08000016","Girls","50.7","Score out of 90","1056","53559"
"Average Attainment 8 score","White","ONS 2011 5+1","2020-2021","Academic year","Bradford","Local authority","E08000032","All","44.5","Score out of 90","2970","132193.5"
