"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","Value","Value_type","Denominator","Numerator"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Blackburn with Darwen","Local authority","E06000008","Boys"," 10-11","82","%","1112","908"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Blackpool","Local authority","E06000009","Boys"," 10-11","81","%","846","687"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bolton","Local authority","E08000001","Boys"," 10-11","79","%","2045","1625"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bournemouth, Christchurch and Poole","Local authority","E06000058","Boys"," 10-11","81","%","1963","1599"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bracknell Forest","Local authority","E06000036","Boys"," 10-11","77","%","718","554"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bradford","Local authority","E08000032","Boys"," 10-11","78","%","4044","3143"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Brent","Local authority","E09000005","Boys"," 10-11","84","%","1880","1579"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Brighton and Hove","Local authority","E06000043","Boys"," 10-11","80","%","1397","1123"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bristol, City of","Local authority","E06000023","Boys"," 10-11","77","%","2457","1896"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bromley","Local authority","E09000006","Boys"," 10-11","85","%","1901","1614"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Buckinghamshire","Local authority","E10000002","Boys"," 10-11","79","%","3212","2535"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Bury","Local authority","E08000002","Boys"," 10-11","80","%","1199","963"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Calderdale","Local authority","E08000033","Boys"," 10-11","78","%","1382","1081"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Cambridgeshire","Local authority","E10000003","Boys"," 10-11","77","%","3616","2771"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Camden","Local authority","E09000007","Boys"," 10-11","86","%","773","661"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Central Bedfordshire","Local authority","E06000056","Boys"," 10-11","77","%","1800","1384"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Cheshire East","Local authority","E06000049","Boys"," 10-11","80","%","2206","1763"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Cheshire West and Chester","Local authority","E06000050","Boys"," 10-11","78","%","2034","1592"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","City of London","Local authority","E09000001","Boys"," 10-11","100","%","16","16"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Cornwall","Local authority","E06000052","Boys"," 10-11","76","%","3010","2293"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","County Durham","Local authority","E06000047","Boys"," 10-11","79","%","2874","2281"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Coventry","Local authority","E08000026","Boys"," 10-11","77","%","2235","1714"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Croydon","Local authority","E09000008","Boys"," 10-11","77","%","2312","1789"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Cumbria","Local authority","E10000006","Boys"," 10-11","78","%","2726","2127"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Darlington","Local authority","E06000005","Boys"," 10-11","80","%","646","514"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Derby","Local authority","E06000015","Boys"," 10-11","77","%","1703","1303"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Derbyshire","Local authority","E10000007","Boys"," 10-11","78","%","4483","3508"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Devon","Local authority","E10000008","Boys"," 10-11","78","%","4058","3145"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Doncaster","Local authority","E08000017","Boys"," 10-11","76","%","1901","1448"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Dorset","Local authority","E06000059","Boys"," 10-11","76","%","1955","1480"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Dudley","Local authority","E08000027","Boys"," 10-11","73","%","2036","1489"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Ealing","Local authority","E09000009","Boys"," 10-11","84","%","2214","1867"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","East Riding of Yorkshire","Local authority","E06000011","Boys"," 10-11","79","%","1838","1444"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","East Sussex","Local authority","E10000011","Boys"," 10-11","76","%","2825","2141"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Enfield","Local authority","E09000010","Boys"," 10-11","79","%","2382","1892"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Essex","Local authority","E10000012","Boys"," 10-11","79","%","8549","6726"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Gateshead","Local authority","E08000037","Boys"," 10-11","81","%","1087","883"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Gloucestershire","Local authority","E10000013","Boys"," 10-11","78","%","3426","2682"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Greenwich","Local authority","E09000011","Boys"," 10-11","83","%","1740","1447"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hackney","Local authority","E09000012","Boys"," 10-11","77","%","1319","1010"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Halton","Local authority","E06000006","Boys"," 10-11","75","%","818","611"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hammersmith and Fulham","Local authority","E09000013","Boys"," 10-11","81","%","664","539"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hampshire","Local authority","E10000014","Boys"," 10-11","80","%","7549","6039"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Haringey","Local authority","E09000014","Boys"," 10-11","78","%","1522","1185"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Harrow","Local authority","E09000015","Boys"," 10-11","86","%","1487","1281"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hartlepool","Local authority","E06000001","Boys"," 10-11","82","%","595","486"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Havering","Local authority","E09000016","Boys"," 10-11","83","%","1528","1267"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Herefordshire, County of","Local authority","E06000019","Boys"," 10-11","81","%","974","786"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hertfordshire","Local authority","E10000015","Boys"," 10-11","79","%","7339","5817"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hillingdon","Local authority","E09000017","Boys"," 10-11","81","%","1960","1595"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Hounslow","Local authority","E09000018","Boys"," 10-11","82","%","1659","1365"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Isle of Wight","Local authority","E06000046","Boys"," 10-11","72","%","679","491"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Isles of Scilly","Local authority","E06000053","Boys"," 10-11","60","%","10","6"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Islington","Local authority","E09000019","Boys"," 10-11","77","%","949","735"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kensington and Chelsea","Local authority","E09000020","Boys"," 10-11","83","%","472","394"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kent","Local authority","E10000016","Boys"," 10-11","78","%","9036","7061"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Hull, City of","Local authority","E06000010","Boys"," 10-11","78","%","1654","1298"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kingston upon Thames","Local authority","E09000021","Boys"," 10-11","84","%","953","796"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Kirklees","Local authority","E08000034","Boys"," 10-11","77","%","2799","2158"
"Percentage of pupils reaching the expected standard in key stage 2 maths","All","ONS 2011 5+1","2018-2019","Academic Year","Knowsley","Local authority","E08000011","Boys"," 10-11","78","%","916","710"
